Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSG00000186306,OR10T2,Q8NGX3
ENSG00000089737,DDX24,Q9GZR7
ENSG00000089737,DDX24,
ENSG00000180708,OR10K2,Q6IF99
ENSG00000169181,GSG1L,Q6UXU4
ENSG00000173285,OR10K1,Q8NGX5
ENSG00000169181,GSG1L,
ENSG00000075290,WNT8B,Q93098
ENSG00000196689,TRPV1,Q8NER1
ENSG00000198965,OR10R2,Q8NGX6
ENSG00000196689,TRPV1,
ENSG00000197532,OR6Y1,Q8NGX8
ENSG00000186440,OR6P1,Q8NGX9
ENSG00000140044,JDP2,Q8WYK2
ENSG00000049540,ELN,
ENSG00000140044,JDP2,
ENSG00000049540,ELN,P15502
ENSG00000142794,NBPF3,Q9H094
ENSG00000186400,OR10X1,Q8NGY0
ENSG00000106244,PDAP1,Q13442
ENSG00000142794,NBPF3,
ENSG00000106244,PDAP1,
ENSG00000198967,OR10Z1,Q8NGY1
ENSG00000152457,DCLRE1C,Q96SD1
ENSG00000169180,XPO6,
ENSG00000169180,XPO6,Q96QU8
ENSG00000167548,KMT2D,O14686
ENSG00000167548,KMT2D,
ENSG00000106245,BUD31,P41223
ENSG00000106245,BUD31,
ENSG00000152944,MED21,
ENSG00000152944,MED21,Q13503
ENSG00000105835,NAMPT,P43490
ENSG00000156127,BATF,Q16520
ENSG00000156127,BATF,
ENSG00000105835,NAMPT,
ENSG00000168301,KCTD6,Q8NC69
ENSG00000139200,PIANP,Q8IYJ0
ENSG00000168301,KCTD6,
ENSG00000139200,PIANP,
ENSG00000162551,ALPL,P05186
ENSG00000114529,C3orf52,Q5BVD1
ENSG00000075826,SEC31B,Q9NQW1
ENSG00000162551,ALPL,
ENSG00000114529,C3orf52,
ENSG00000152457,DCLRE1C,
ENSG00000125733,TRIP10,
ENSG00000075826,SEC31B,
ENSG00000125733,TRIP10,Q15642
ENSG00000119686,FLVCR2,Q9UPI3
ENSG00000170962,PDGFD,Q9GZP0
ENSG00000165948,IFI27L1,Q96BM0
ENSG00000119686,FLVCR2,
ENSG00000170962,PDGFD,
ENSG00000188322,SBK1,Q52WX2
ENSG00000165948,IFI27L1,
ENSG00000185112,FAM43A,Q8N2R8
ENSG00000170967,DDI1,Q8WTU0
ENSG00000198156,NPIPB6,
ENSG00000198156,NPIPB6,E9PJ23
ENSG00000204472,AIF1,P55008
ENSG00000174500,GCSAM,Q8N6F7
ENSG00000204472,AIF1,
ENSG00000214700,C12orf71,A8MTZ7
ENSG00000174500,GCSAM,
ENSG00000005102,MEOX1,P50221
ENSG00000005102,MEOX1,
ENSG00000253276,CCDC71L,Q8N9Z2
ENSG00000204403,CASP12,Q6UXS9
ENSG00000204403,CASP12,
ENSG00000205609,EIF3CL,B5ME19
ENSG00000129194,SOX15,O60248
ENSG00000129194,SOX15,
ENSG00000233232,NPIPB7,O75200
ENSG00000119737,GPR75,O95800
ENSG00000211455,STK38L,
ENSG00000261832,CLN3,
ENSG00000211455,STK38L,Q9Y2H1
ENSG00000163554,SPTA1,P02549
ENSG00000150556,LYPD6B,Q8NI32
ENSG00000111652,COPS7A,Q9UBW8
ENSG00000111652,COPS7A,
ENSG00000150556,LYPD6B,
ENSG00000105851,PIK3CG,P48736
ENSG00000105851,PIK3CG,
ENSG00000163554,SPTA1,
ENSG00000177352,CCDC71,Q8IV32
ENSG00000196171,OR6K2,Q8NGY2
ENSG00000168306,ACOX2,
ENSG00000168306,ACOX2,Q99424
ENSG00000185909,KLHDC8B,Q8IXV7
ENSG00000268466,AL132989.1,
ENSG00000129245,FXR2,P51116
ENSG00000203757,OR6K3,Q8NGY3
ENSG00000129245,FXR2,
ENSG00000180433,OR6K6,Q8NGW6
ENSG00000167550,RHEBL1,Q8TAI7
ENSG00000167550,RHEBL1,
ENSG00000197403,OR6N1,Q8NGY5
ENSG00000106246,PTCD1,O75127
ENSG00000106246,PTCD1,
ENSG00000188340,OR6N2,Q8NGY6
ENSG00000173950,XXYLT1,Q8NBI6
ENSG00000197417,SHPK,Q9UHJ6
ENSG00000173950,XXYLT1,
ENSG00000165949,IFI27,
ENSG00000165949,IFI27,P40305
ENSG00000178104,PDE4DIP,Q5VU43
ENSG00000178104,PDE4DIP,
ENSG00000163563,MNDA,P41218
ENSG00000204469,PRRC2A,P48634
ENSG00000163563,MNDA,
ENSG00000040531,CTNS,O60931
ENSG00000040531,CTNS,
ENSG00000032219,ARID4A,P29374
ENSG00000032219,ARID4A,
ENSG00000076864,RAP1GAP,
ENSG00000076864,RAP1GAP,P47736
ENSG00000248919,ATP5J2-PTCD1,
ENSG00000172139,SLC9C1,Q4G0N8
ENSG00000172139,SLC9C1,
ENSG00000236980,C3orf84,H3BNL1
ENSG00000236980,C3orf84,
ENSG00000187123,LYPD6,Q86Y78
ENSG00000005249,PRKAR2B,P31323
ENSG00000187123,LYPD6,
ENSG00000139549,DHH,O43323
ENSG00000173421,CCDC36,Q8IYA8
ENSG00000173421,CCDC36,
ENSG00000160917,CPSF4,O95639
ENSG00000225399,RP11-3B7.1,
ENSG00000160917,CPSF4,
ENSG00000188315,C3orf62,Q6ZUJ4
ENSG00000188315,C3orf62,
ENSG00000268172,AL590452.1,
ENSG00000213240,NOTCH2NL,Q7Z3S9
ENSG00000255168,RP11-458D21.5,
ENSG00000119685,TTLL5,
ENSG00000173818,ENDOV,
ENSG00000139636,LMBR1L,
ENSG00000163564,PYHIN1,
ENSG00000173818,ENDOV,Q8N8Q3
ENSG00000114316,USP4,Q13107
ENSG00000119685,TTLL5,Q6EMB2
ENSG00000114316,USP4,
ENSG00000139636,LMBR1L,Q6UX01
ENSG00000196860,TOMM20L,Q6UXN7
ENSG00000196860,TOMM20L,
ENSG00000163564,PYHIN1,Q6K0P9
ENSG00000100575,TIMM9,Q9Y5J7
ENSG00000100575,TIMM9,
ENSG00000268503,AC007421.1,
ENSG00000168288,MMADHC,Q9H3L0
ENSG00000168288,MMADHC,
ENSG00000163386,NBPF10,
ENSG00000089693,MLF2,Q15773
ENSG00000089693,MLF2,
ENSG00000188603,CLN3,
ENSG00000115963,RND3,P61587
ENSG00000068878,PSME4,Q14997
ENSG00000115963,RND3,
ENSG00000068878,PSME4,
ENSG00000129214,SHBG,
ENSG00000188603,CLN3,Q13286
ENSG00000255339,NDUFB8,
ENSG00000129214,SHBG,P04278
ENSG00000029153,ARNTL2,Q8WYA1
ENSG00000029153,ARNTL2,
ENSG00000168509,HFE2,Q6ZVN8
ENSG00000168509,HFE2,
ENSG00000234058,PPP1R11,
ENSG00000168309,FAM107A,O95990
ENSG00000166136,NDUFB8,O95169
ENSG00000168309,FAM107A,
ENSG00000166136,NDUFB8,
ENSG00000234058,PPP1R11,O60927
ENSG00000213977,TAX1BP3,O14907
ENSG00000257950,P2RX5-TAX1BP3,
ENSG00000117289,TXNIP,Q9H3M7
ENSG00000198643,FAM3D,Q96BQ1
ENSG00000100578,KIAA0586,Q9BVV6
ENSG00000198643,FAM3D,
ENSG00000117289,TXNIP,
ENSG00000100578,KIAA0586,
ENSG00000125731,SH2D3A,
ENSG00000127774,EMC6,Q9BV81
ENSG00000125731,SH2D3A,Q9BRG2
ENSG00000105856,HBP1,O60381
ENSG00000105856,HBP1,
ENSG00000121851,POLR3GL,Q9BT43
ENSG00000167941,SOST,Q9BQB4
ENSG00000121851,POLR3GL,
ENSG00000233276,GPX1,P07203
ENSG00000181039,ANKRD34A,Q69YU3
ENSG00000119632,IFI27L2,Q9H2X8
ENSG00000119632,IFI27L2,
ENSG00000152022,LIX1L,Q8IVB5
ENSG00000091972,CD200,
ENSG00000067560,RHOA,P61586
ENSG00000067560,RHOA,
ENSG00000091972,CD200,P41217
ENSG00000131795,RBM8A,Q9Y5S9
ENSG00000159335,PTMS,
ENSG00000141968,VAV1,
ENSG00000141968,VAV1,P15498
ENSG00000159335,PTMS,P20962
ENSG00000108861,DUSP3,P51452
ENSG00000108861,DUSP3,
ENSG00000131779,PEX11B,O96011
ENSG00000131779,PEX11B,
ENSG00000089692,LAG3,
ENSG00000089692,LAG3,P18627
ENSG00000145022,TCTA,P57738
ENSG00000083454,P2RX5,
ENSG00000083454,P2RX5,Q93086
ENSG00000214314,AC073063.1,
ENSG00000119698,PPP4R4,
ENSG00000163565,IFI16,
ENSG00000010610,CD4,P01730
ENSG00000010610,CD4,
ENSG00000241468,ATP5J2,P56134
ENSG00000241468,ATP5J2,
ENSG00000119698,PPP4R4,Q6NUP7
ENSG00000174837,EMR1,Q14246
ENSG00000186265,BTLA,Q7Z6A9
ENSG00000174837,EMR1,
ENSG00000204752,AC025278.1,
ENSG00000237247,MBD3L5,A6NJ08
ENSG00000205718,MBD3L4,A6NDZ8
ENSG00000230522,MBD3L2,Q8NHZ7
ENSG00000182315,MBD3L3,A6NE82
ENSG00000163565,IFI16,Q16666
ENSG00000114331,ACAP2,Q15057
ENSG00000114331,ACAP2,
ENSG00000130544,ZNF557,Q8N988
ENSG00000163689,C3orf67,
ENSG00000143127,ITGA10,O75578
ENSG00000145020,AMT,
ENSG00000164597,COG5,Q9UP83
ENSG00000143127,ITGA10,
ENSG00000145020,AMT,P48728
ENSG00000164597,COG5,
ENSG00000163689,C3orf67,Q6ZVT6
ENSG00000141504,SAT2,Q96F10
ENSG00000231256,C17orf105,B2RV13
ENSG00000141504,SAT2,
ENSG00000231256,C17orf105,
ENSG00000165935,SMCO2,
ENSG00000165935,SMCO2,A6NFE2
ENSG00000198483,ANKRD35,Q8N283
ENSG00000198483,ANKRD35,
ENSG00000171105,INSR,P06213
ENSG00000165617,DACT1,
ENSG00000171105,INSR,
ENSG00000198556,ZNF789,Q5FWF6
ENSG00000165617,DACT1,Q9NYF0
ENSG00000198556,ZNF789,
ENSG00000163568,AIM2,O14862
ENSG00000163568,AIM2,
ENSG00000227171,RNF39,Q9H2S5
ENSG00000227171,RNF39,
ENSG00000144848,ATG3,Q9NT62
ENSG00000184730,APOBR,Q0VD83
ENSG00000144848,ATG3,
ENSG00000250510,GPR162,Q16538
ENSG00000197272,IL27,Q8NEV9
ENSG00000204463,BAG6,
ENSG00000197272,IL27,
ENSG00000250510,GPR162,
ENSG00000176046,NUPR1,O60356
ENSG00000176046,NUPR1,
ENSG00000131788,PIAS3,
ENSG00000140093,SERPINA10,
ENSG00000140093,SERPINA10,Q9UK55
ENSG00000176476,CCDC101,Q96ES7
ENSG00000176476,CCDC101,
ENSG00000170099,SERPINA6,
ENSG00000170099,SERPINA6,P08185
ENSG00000131788,PIAS3,Q9Y6X2
ENSG00000263264,CTB-133G6.1,I3L1I5
ENSG00000129244,ATP1B2,
ENSG00000129244,ATP1B2,P14415
ENSG00000197165,SULT1A2,
ENSG00000197165,SULT1A2,P50226
ENSG00000204463,BAG6,P46379
ENSG00000186364,NUDT17,P0C025
ENSG00000268861,CTD-2207O23.3,
ENSG00000100592,DAAM1,Q9Y4D1
ENSG00000100592,DAAM1,
ENSG00000161647,MPP3,
ENSG00000162706,CADM3,Q8N126
ENSG00000161647,MPP3,Q13368
ENSG00000104880,ARHGEF18,Q6ZSZ5
ENSG00000104880,ARHGEF18,
ENSG00000110811,LEPREL2,
ENSG00000153914,SREK1,
ENSG00000197249,SERPINA1,P01009
ENSG00000186141,POLR3C,Q9BUI4
ENSG00000186141,POLR3C,
ENSG00000153914,SREK1,Q8WXA9
ENSG00000197249,SERPINA1,
ENSG00000213088,DARC,Q16570
ENSG00000213088,DARC,
ENSG00000110811,LEPREL2,Q8IVL6
ENSG00000121848,RNF115,Q9Y4L5
ENSG00000196502,SULT1A1,P50225
ENSG00000171246,NPTX1,Q15818
ENSG00000121848,RNF115,
ENSG00000196502,SULT1A1,
ENSG00000222031,AC023469.1,
ENSG00000145029,NICN1,Q9BSH3
ENSG00000145029,NICN1,
ENSG00000184898,RBM43,Q6ZSC3
ENSG00000184898,RBM43,
ENSG00000117281,CD160,O95971
ENSG00000104883,PEX11G,Q96HA9
ENSG00000117281,CD160,
ENSG00000104883,PEX11G,
ENSG00000110841,PPFIBP1,
ENSG00000198723,C19orf45,
ENSG00000179639,FCER1A,P12319
ENSG00000179639,FCER1A,
ENSG00000198723,C19orf45,Q8NA69
ENSG00000226402,TRIM31,
ENSG00000267952,CTD-2207O23.12,
ENSG00000198816,ZNF358,
ENSG00000106683,LIMK1,
ENSG00000196266,OR10J3,Q5JRS4
ENSG00000198816,ZNF358,Q9NW07
ENSG00000106683,LIMK1,P53667
ENSG00000110841,PPFIBP1,Q86W92
ENSG00000255524,NPIPB8,E9PQR5
ENSG00000255524,NPIPB8,
ENSG00000174827,PDZK1,Q5T2W1
ENSG00000249730,OR10J4,
ENSG00000257545,RP11-144F15.1,
ENSG00000133935,C14orf1,Q9UKR5
ENSG00000196184,OR10J1,P30954
ENSG00000141510,TP53,
ENSG00000141564,RPTOR,
ENSG00000184155,OR10J5,Q8NHC4
ENSG00000160908,ZNF394,Q53GI3
ENSG00000160908,ZNF394,
ENSG00000090674,MCOLN1,Q9GZU1
ENSG00000132703,APCS,P02743
ENSG00000141564,RPTOR,Q8N122
ENSG00000141510,TP53,P04637
ENSG00000090674,MCOLN1,
ENSG00000173402,DAG1,
ENSG00000173402,DAG1,Q14118
ENSG00000119650,IFT43,Q96FT9
ENSG00000119650,IFT43,
ENSG00000172209,GPR22,Q99680
ENSG00000184203,PPP1R2,P41236
ENSG00000184203,PPP1R2,
ENSG00000181619,GPR135,Q8IZ08
ENSG00000105865,DUS4L,
ENSG00000126790,L3HYPDH,Q96EM0
ENSG00000196652,ZKSCAN5,Q9Y2L8
ENSG00000105865,DUS4L,O95620
ENSG00000126790,L3HYPDH,
ENSG00000196652,ZKSCAN5,
ENSG00000132693,CRP,P02741
ENSG00000166135,HIF1AN,
ENSG00000189283,FHIT,P49789
ENSG00000189283,FHIT,
ENSG00000132693,CRP,
ENSG00000123416,TUBA1B,P68363
ENSG00000123416,TUBA1B,
ENSG00000166135,HIF1AN,Q9NWT6
ENSG00000221909,FAM200A,Q8TCP9
ENSG00000221909,FAM200A,
ENSG00000050130,JKAMP,Q9P055
ENSG00000158716,DUSP23,Q9BVJ7
ENSG00000138459,SLC35A5,
ENSG00000138459,SLC35A5,Q9BS91
ENSG00000050130,JKAMP,
ENSG00000123609,NMI,Q13287
ENSG00000123609,NMI,
ENSG00000083457,ITGAE,P38570
ENSG00000184110,EIF3C,Q99613
ENSG00000184110,EIF3C,
ENSG00000083457,ITGAE,
ENSG00000268614,CTD-2207O23.10,
ENSG00000117262,GPR89A,B7ZAQ6
ENSG00000111664,GNB3,P16520
ENSG00000111664,GNB3,
ENSG00000117262,GPR89A,
ENSG00000075790,BCAP29,Q9UHQ4
ENSG00000075790,BCAP29,
ENSG00000181036,FCRL6,
ENSG00000106682,EIF4H,Q15056
ENSG00000075891,PAX2,Q02962
ENSG00000197343,ZNF655,Q8N720
ENSG00000075891,PAX2,
ENSG00000197343,ZNF655,
ENSG00000196644,GPR89C,A6NKF9
ENSG00000181036,FCRL6,Q6DN72
ENSG00000196644,GPR89C,
ENSG00000164061,BSN,Q9UPA5
ENSG00000119699,TGFB3,P10600
ENSG00000119699,TGFB3,
ENSG00000269415,NPCDR1,
ENSG00000158714,SLAMF8,Q9P0V8
ENSG00000164062,APEH,P13798
ENSG00000111783,RFX4,Q33E94
ENSG00000164062,APEH,
ENSG00000111783,RFX4,
ENSG00000032444,PNPLA6,Q8IY17
ENSG00000032444,PNPLA6,
ENSG00000144724,PTPRG,P23470
ENSG00000188004,C1orf204,Q5VU13
ENSG00000167552,TUBA1A,Q71U36
ENSG00000167552,TUBA1A,
ENSG00000196993,NPIPB9,
ENSG00000196993,NPIPB9,F8W1W9
ENSG00000089916,GPATCH2L,
ENSG00000089916,GPATCH2L,Q9NWQ4
ENSG00000091986,CCDC80,Q76M96
ENSG00000243284,VSIG8,Q5VU13
ENSG00000091986,CCDC80,
ENSG00000186910,SERPINA11,Q86U17
ENSG00000177602,GSG2,Q8TF76
ENSG00000086730,LAT2,
ENSG00000152042,NBPF11,Q86T75
ENSG00000152042,NBPF11,
ENSG00000074356,C17orf85,
ENSG00000086730,LAT2,Q9GZY6
ENSG00000189058,APOD,P05090
ENSG00000189058,APOD,
ENSG00000074356,C17orf85,Q53F19
ENSG00000256029,RP11-190A12.7,
ENSG00000174236,REP15,Q6BDI9
ENSG00000170054,SERPINA9,Q86WD7
ENSG00000151838,CCDC175,
ENSG00000151838,CCDC175,P0C221
ENSG00000061794,MRPS35,P82673
ENSG00000061794,MRPS35,
ENSG00000206531,CD200R1L,Q6Q8B3
ENSG00000206531,CD200R1L,
ENSG00000272647,GS1-259H13.10,
ENSG00000111665,CDCA3,
ENSG00000111665,CDCA3,Q99618
ENSG00000091137,SLC26A4,O43511
ENSG00000091137,SLC26A4,
ENSG00000161649,CD300LG,Q6UXG3
ENSG00000161649,CD300LG,
ENSG00000165953,SERPINA12,Q8IW75
ENSG00000100665,SERPINA4,P29622
ENSG00000228001,TRIM40,Q6P9F5
ENSG00000213085,CCDC19,Q9UL16
ENSG00000139970,RTN1,
ENSG00000139970,RTN1,Q16799
ENSG00000213085,CCDC19,
ENSG00000269620,AL590560.1,
ENSG00000069020,MAST4,
ENSG00000069020,MAST4,O15021
ENSG00000141499,WRAP53,Q9BUR4
ENSG00000141499,WRAP53,
ENSG00000168488,ATXN2L,Q8WWM7
ENSG00000168488,ATXN2L,
ENSG00000186275,NBPF12,Q5TAG4
ENSG00000123610,TNFAIP6,P98066
ENSG00000163606,CD200R1,Q8TD46
ENSG00000111667,USP5,P45974
ENSG00000176945,MUC20,Q8N307
ENSG00000111667,USP5,
ENSG00000163606,CD200R1,
ENSG00000186275,NBPF12,
ENSG00000176945,MUC20,
ENSG00000076826,CAMSAP3,Q9P1Y5
ENSG00000188488,SERPINA5,
ENSG00000131791,PRKAB2,O43741
ENSG00000188488,SERPINA5,P05154
ENSG00000173531,MST1,
ENSG00000131791,PRKAB2,
ENSG00000076924,XAB2,Q9HCS7
ENSG00000076924,XAB2,
ENSG00000158710,TAGLN2,P37802
ENSG00000178952,TUFM,P49411
ENSG00000178952,TUFM,
ENSG00000173531,MST1,P26927
ENSG00000167553,TUBA1C,
ENSG00000229833,PET100,P0DJ07
ENSG00000167553,TUBA1C,Q9BQE3
ENSG00000229833,PET100,
ENSG00000158710,TAGLN2,
ENSG00000237192,TRIM10,Q9UDY6
ENSG00000105879,CBLL1,Q75N03
ENSG00000105879,CBLL1,
ENSG00000237192,TRIM10,
ENSG00000131781,FMO5,
ENSG00000131781,FMO5,P49326
ENSG00000049541,RFC2,P35250
ENSG00000049541,RFC2,
ENSG00000135406,PRPH,P41219
ENSG00000197889,MEIG1,Q5JSS6
ENSG00000135406,PRPH,
ENSG00000163607,GTPBP8,Q8N3Z3
ENSG00000163607,GTPBP8,
ENSG00000085552,IGSF9,Q9P2J2
ENSG00000108947,EFNB3,Q15768
ENSG00000111669,TPI1,P60174
ENSG00000162723,SLAMF9,Q96A28
ENSG00000111669,TPI1,
ENSG00000091138,SLC26A3,
ENSG00000143315,PIGM,Q9H3S5
ENSG00000091138,SLC26A3,P40879
ENSG00000177807,KCNJ10,P78508
ENSG00000273259,RP11-986E7.7,
ENSG00000162728,KCNJ9,Q92806
ENSG00000131951,LRRC9,Q6ZRR7
ENSG00000131951,LRRC9,
ENSG00000080345,RIF1,Q5UIP0
ENSG00000080345,RIF1,
ENSG00000106665,CLIP2,Q9UDT6
ENSG00000106665,CLIP2,
ENSG00000131778,CHD1L,Q86WJ1
ENSG00000162729,IGSF8,Q969P0
ENSG00000131778,CHD1L,
ENSG00000162729,IGSF8,
ENSG00000126773,PCNXL4,
ENSG00000126773,PCNXL4,Q63HM2
ENSG00000108852,MPP2,Q14168
ENSG00000183914,DNAH2,Q9P225
ENSG00000183914,DNAH2,
ENSG00000119906,FAM178A,Q8IX21
ENSG00000116128,BCL9,O00512
ENSG00000119906,FAM178A,
ENSG00000108852,MPP2,
ENSG00000176108,CHMP6,
ENSG00000176108,CHMP6,Q96FZ7
ENSG00000196136,SERPINA3,P01011
ENSG00000196136,SERPINA3,
ENSG00000162836,ACP6,
ENSG00000162836,ACP6,Q9NPH0
ENSG00000055950,MRPL43,
ENSG00000055950,MRPL43,Q8N983
ENSG00000143140,GJA5,P36382
ENSG00000163608,C3orf17,Q6NW34
ENSG00000163608,C3orf17,
ENSG00000121634,GJA8,P48165
ENSG00000175911,AC127496.1,
ENSG00000164068,RNF123,Q5XPI4
ENSG00000164068,RNF123,
ENSG00000152463,OLAH,
ENSG00000135451,TROAP,
ENSG00000018625,ATP1A2,P50993
ENSG00000018625,ATP1A2,
ENSG00000111671,SPSB2,Q99619
ENSG00000111671,SPSB2,
ENSG00000135451,TROAP,Q12815
ENSG00000188092,GPR89B,P0CG08
ENSG00000188092,GPR89B,
ENSG00000152463,OLAH,Q9NV23
ENSG00000006704,GTF2IRD1,Q9UHL9
ENSG00000091140,DLD,P09622
ENSG00000006704,GTF2IRD1,
ENSG00000091140,DLD,
ENSG00000203836,NBPF24,
ENSG00000203836,NBPF24,A6NDD8
ENSG00000133937,GSC,P56915
ENSG00000203836,NBPF24,Q5RGN0
ENSG00000269647,BX842679.1,Q6ZRH3
ENSG00000255963,PPIAL4A,Q9Y536
ENSG00000010626,LRRC23,
ENSG00000175866,BAIAP2,
ENSG00000010626,LRRC23,Q53EV4
ENSG00000175866,BAIAP2,Q9UQB8
ENSG00000100612,DHRS7,Q9Y394
ENSG00000100612,DHRS7,
ENSG00000132681,ATP1A4,Q13733
ENSG00000132681,ATP1A4,
ENSG00000122497,NBPF14,
ENSG00000111674,ENO2,
ENSG00000204444,APOM,
ENSG00000204444,APOM,O95445
ENSG00000122497,NBPF14,Q5TI25
ENSG00000111674,ENO2,P09104
ENSG00000256374,PPIAL4D,F5H284
ENSG00000134061,CD180,Q99467
ENSG00000100697,DICER1,Q9UPY3
ENSG00000100697,DICER1,
ENSG00000143318,CASQ1,P31415
ENSG00000186897,C1QL4,Q86Z23
ENSG00000143318,CASQ1,
ENSG00000162734,PEA15,Q15121
ENSG00000132510,KDM6B,O15054
ENSG00000162734,PEA15,
ENSG00000132510,KDM6B,
ENSG00000178401,DNAJC22,Q8N4W6
ENSG00000123352,SPATS2,
ENSG00000123352,SPATS2,Q86XZ4
ENSG00000203832,NBPF20,
ENSG00000203832,NBPF20,Q6P3W6
ENSG00000077809,GTF2I,P78347
ENSG00000077809,GTF2I,
ENSG00000091136,LAMB1,
ENSG00000091136,LAMB1,P07942
ENSG00000100614,PPM1A,P35813
ENSG00000100614,PPM1A,
ENSG00000111676,ATN1,P54259
ENSG00000179008,C14orf39,
ENSG00000144857,BOC,
ENSG00000179008,C14orf39,Q8N1H7
ENSG00000144857,BOC,Q9BWV1
ENSG00000111678,C12orf57,Q99622
ENSG00000111678,C12orf57,
ENSG00000167874,TMEM88,Q6PEY1
ENSG00000167874,TMEM88,
ENSG00000183011,LSMD1,
ENSG00000183011,LSMD1,Q9BRA0
ENSG00000182224,CYB5D1,Q6P9G0
ENSG00000182224,CYB5D1,
ENSG00000111679,PTPN6,
ENSG00000111679,PTPN6,P29350
ENSG00000184302,SIX6,O95475
ENSG00000126778,SIX1,Q15475
ENSG00000126778,SIX1,
ENSG00000100625,SIX4,Q9UIU6
ENSG00000100625,SIX4,
ENSG00000132716,DCAF8,Q5TAQ9
ENSG00000020426,MNAT1,P51948
ENSG00000020426,MNAT1,
ENSG00000132716,DCAF8,
ENSG00000176020,AMIGO3,Q86WK7
ENSG00000126814,TRMT5,Q32P41
ENSG00000126814,TRMT5,
ENSG00000173540,GMPPB,Q9Y5P6
ENSG00000139974,SLC38A6,Q8IZM9
ENSG00000258465,DCAF8,
ENSG00000139974,SLC38A6,
ENSG00000176095,IP6K1,Q92551
ENSG00000176095,IP6K1,
ENSG00000162735,PEX19,P40855
ENSG00000162735,PEX19,
ENSG00000158517,NCF1,P14598
ENSG00000158517,NCF1,
ENSG00000215021,PHB2,
ENSG00000215021,PHB2,Q99623
ENSG00000187492,CDHR4,
ENSG00000187492,CDHR4,A6H8M9
ENSG00000183091,NEB,P20929
ENSG00000183091,NEB,
ENSG00000027075,PRKCH,
ENSG00000027075,PRKCH,P24723
ENSG00000204439,C6orf47,O95873
ENSG00000253787,RP11-404L6.2,
ENSG00000185614,FAM212A,Q96EL1
ENSG00000182179,UBA7,P41226
ENSG00000122218,COPA,P53621
ENSG00000095539,SEMA4G,
ENSG00000095539,SEMA4G,Q9NTN9
ENSG00000196275,GTF2IRD2,Q86UP8
ENSG00000196275,GTF2IRD2,
ENSG00000183763,TRAIP,Q9BWF2
ENSG00000183763,TRAIP,
ENSG00000111684,LPCAT3,
ENSG00000111684,LPCAT3,Q6P1A2
ENSG00000145675,PIK3R1,P27986
ENSG00000182107,TMEM30B,Q3MIR4
ENSG00000145675,PIK3R1,
ENSG00000258989,RP11-47I22.4,
ENSG00000232774,RP11-47I22.3,
ENSG00000145113,MUC4,
ENSG00000183086,GATSL1,A6NNH0
ENSG00000204438,GPANK1,O95872
ENSG00000204438,GPANK1,
ENSG00000100644,HIF1A,Q16665
ENSG00000100644,HIF1A,
ENSG00000204435,CSNK2B,
ENSG00000204435,CSNK2B,P67870
ENSG00000174374,WBSCR16,Q96I51
ENSG00000174374,WBSCR16,
ENSG00000107815,C10orf2,Q96RR1
ENSG00000145113,MUC4,Q99102
ENSG00000164076,CAMKV,Q8NCB2
ENSG00000164076,CAMKV,
ENSG00000162736,NCSTN,Q92542
ENSG00000162736,NCSTN,
ENSG00000227147,TRIM15,Q9C019
ENSG00000227147,TRIM15,
ENSG00000182326,C1S,P09871
ENSG00000171786,NHLH1,Q02575
ENSG00000182326,C1S,
ENSG00000176244,ACBD7,Q8N6N7
ENSG00000162738,VANGL2,Q9ULK5
ENSG00000170634,ACYP2,
ENSG00000170634,ACYP2,P14621
ENSG00000174428,GTF2IRD2B,
ENSG00000176236,C10orf111,Q8N326
ENSG00000174428,GTF2IRD2B,Q6EKJ0
ENSG00000023608,SNAPC1,Q16533
ENSG00000162739,SLAMF6,Q96DU3
ENSG00000152464,RPP38,P78345
ENSG00000152464,RPP38,
ENSG00000164078,MST1R,Q04912
ENSG00000164078,MST1R,
ENSG00000139973,SYT16,Q17RD7
ENSG00000139973,SYT16,
ENSG00000230230,TRIM26,Q12899
ENSG00000230230,TRIM26,
ENSG00000140015,KCNH5,Q8NCM2
ENSG00000140015,KCNH5,
ENSG00000066294,CD84,Q9UIB8
ENSG00000159403,C1R,
ENSG00000198750,GATSL2,A6NHX0
ENSG00000268891,AC006014.1,
ENSG00000178809,TRIM73,
ENSG00000178809,TRIM73,Q86UV7
ENSG00000126785,RHOJ,
ENSG00000126785,RHOJ,Q9H4E5
ENSG00000228008,CTD-2330K9.3,
ENSG00000117090,SLAMF1,Q13291
ENSG00000135213,POM121C,A8CG34
ENSG00000135213,POM121C,
ENSG00000117090,SLAMF1,
ENSG00000111785,RIC8B,
ENSG00000111785,RIC8B,Q9NVN3
ENSG00000164077,MON1A,
ENSG00000164077,MON1A,Q86VX9
ENSG00000117091,CD48,P09326
ENSG00000117091,CD48,
ENSG00000178021,TSPYL6,Q8N831
ENSG00000154001,PPP2R5E,Q16537
ENSG00000154001,PPP2R5E,
ENSG00000139178,C1RL,
ENSG00000139178,C1RL,Q9NZP8
ENSG00000177994,C2orf73,
ENSG00000177994,C2orf73,Q8N5S3
ENSG00000026751,SLAMF7,Q9NQ25
ENSG00000026751,SLAMF7,
ENSG00000004534,RBM6,P78332
ENSG00000004534,RBM6,
ENSG00000152465,NMT2,O60551
ENSG00000127946,HIP1,O00291
ENSG00000127946,HIP1,
ENSG00000152465,NMT2,
ENSG00000139194,RBP5,P82980
