gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
BAZ1B,0.010454534,0.0,0.0,0.1346737,0.049486399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023682777,0.0,0.0,0.0,0.077034697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069161206,0.00897786,0.0,0.0,0.0,0.0,0.0,0.305094659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301328123,0.062574603,0.0,0.019394729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004229136,0.143162876,0.022854624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192765176,0.0,0.0,0.0,0.0,0.010491716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03768171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098099738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042217962,0.0,0.027348865,0.0,0.0,0.0,0.0,0.0,0.0,0.022693822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021294411,0.002056139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01960237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008481451,0.046826649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017124187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008289262,0.004860754
AK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795243263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705089331,0.440032005,0.482515603,0.0,0.0,0.0,0.0,0.723698199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495086461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547488213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940273523,0.0,0.0,0.0,0.0,0.337287396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670128465,0.0,0.0,0.0,0.524345934,0.0,0.0,0.0,0.0,0.161889076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35989517,0.0,0.0,0.0,0.0,0.0,0.0,0.025207072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354530275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612955689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32982406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239670113,0.261070281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091155648,0.0,0.0,0.0,0.0,0.0,0.0,0.539153814,0.287756175
LNPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042081688,0.0,0.051092647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277573317,0.07381101,0.0,0.0,0.0,0.041470069,0.03341943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066264048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054958839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049263336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047990289,0.024829129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158670679,0.0,0.0,0.0,0.0,0.093568146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013894758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075784229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030615959,0.040137522,0.0,0.0,0.0,0.0,0.0,0.035370514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135628521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140753925,0.0,0.0,0.0,0.0,0.016662253,0.03749318,0.090955637,0.025916753,0.0,0.0,0.0,0.046238463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054441318,0.017431617,0.019795056
SLC25A13,0.0,0.0,0.069266349,0.0,0.010718656,0.0,0.0,0.002489218,0.014986407,0.011959909,0.0,0.029565487,0.009473871,0.0,0.0,0.0,0.0,0.0,0.0,0.008392951,0.0,0.000174305,0.010347948,0.008045988,0.025382711,0.026598254,0.008500885,0.017640432,0.004380122,0.0,0.001326227,0.004780855,0.013708456,0.023430068,0.022316178,0.022864487,0.002607004,0.0,0.0,0.013502399,0.01961682,0.02136007,0.0,0.002077494,0.013299088,0.009506839,0.00600425,0.0,0.021522561,0.008591747,0.019769697,0.009894621,0.00760993,0.0,0.0,0.013008253,0.013458439,0.015557874,0.016648998,0.022539113,0.013157006,0.004001348,0.0,0.016368369,0.011338007,0.141111836,0.0,0.008341534,0.0,0.0,0.021494301,0.0,0.008280305,0.0,0.0,0.0,0.000696986,0.010042001,0.0,0.018908963,0.012243091,0.00522437,0.0,0.0,0.141578898,0.008849417,0.024779059,0.0,0.009920132,0.0,0.0,0.0,0.0,0.015756475,0.003614372,0.01025375,0.0,0.015194349,0.013146802,0.011402964,0.0,0.027226437,0.0,0.007366586,0.0,0.0,1.0,0.0,0.009646567,0.0,0.048464324,0.0,0.014533669,0.003568529,0.000451914,0.0,0.0,0.0,0.017739987,0.010939039,0.005505786,0.0,0.004144627,0.0,0.0,0.0,0.0,0.0,0.032559801,0.0152847,0.0,0.008926738,0.0153161,0.003256734,0.0025539,0.0,0.007741022,0.009301567,0.0,0.003622221,0.005503824,0.0,0.0,0.017596472,0.030336339,0.031444341,0.003269451,0.0,0.0,0.011852759,0.009132796,0.0,0.0,0.02276087,0.01722596,0.0,0.015000929,0.0,0.0,0.0,0.0,0.026564501,0.0,0.0,0.0,0.016734365,0.0,0.023736995,0.0,0.164743721,0.163946971,0.079518214,0.035196558,0.026428699,0.0,0.017463811,0.01497424,0.013180949,0.0,0.001368577,0.0,0.023884965,0.0,0.0,0.038935818,0.017476764,0.0,0.017514266,0.009018561,0.0,0.01061759,0.0,0.0,0.008600186,0.046113301,0.010284757,0.019956129,0.01696888,0.035991743,0.05747788,0.01774719,0.0,0.030773968,0.036336545,0.0,0.0,0.026289325,0.088459358,0.047137506,0.040704776,0.0,0.017780943,0.036510028,0.050530788,0.0,0.0,0.018057061,0.134384543,0.017813914,0.126091197,0.0,0.0,0.012620864,0.016562652,0.0,0.084184937,0.176273152,0.110320911
DDX41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014360172,0.03068715,0.022838069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018530549,0.0,0.0,0.0,0.025884198,0.0,0.0,0.0,0.0,0.017386708,0.0,0.012880586,0.0,0.0,0.0,0.0,0.015683023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009217718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109510742,0.0,0.054591872,0.0,0.0,0.0,0.007085696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017053781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021546351,0.0,0.0,0.0,0.0,0.004495011,0.009130226,0.0,0.0,0.0,0.0,0.03219277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02004073,0.025303822,0.0,0.0,0.0,0.0,0.015508844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009706439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017388586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005467625,0.0,0.0,0.0,0.007729006,0.016836392,0.0,0.0,0.0,0.0,0.005891668,0.00458975,0.005923605,0.0,0.0,0.0,0.0,0.0,0.0,0.000546693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027785948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011439109,0.025076101,0.030185277,0.0,0.032600977,0.011387044,0.037960283,0.02143457,0.0,0.0,0.016774798,0.071813904,0.0,0.0,0.008714503,0.0,0.01852867,0.04809973,0.025405942,0.0,0.0,0.0,0.0,0.006376901,0.052981049,0.003758573
STOML2,0.407014638,0.093592882,0.405231774,0.595794022,0.428765774,0.338250399,0.194133505,0.296805352,0.423417121,0.255338341,0.264404982,0.600772381,0.51374048,0.510243297,0.258256763,0.360824376,0.138016716,0.196884617,0.240652904,0.179371268,0.082552746,0.103733346,0.368435919,0.195210069,0.412856996,0.16778256,0.134456456,0.307063758,0.403942615,0.006611461,0.906275392,0.364472419,0.19072409,0.197474346,0.211065352,0.168004736,0.217851266,0.16480653,0.224442422,0.120034337,0.167279243,0.140483946,0.120899715,0.366941035,0.317925602,0.29074356,0.243024126,0.141810134,0.25183019,0.290694177,0.158577427,0.574248612,0.192586511,0.173766166,0.163443312,0.239728555,0.15880233,0.36913535,0.310629517,0.245463938,0.428203464,0.318926752,0.161918268,0.307146043,0.301715106,0.348755687,0.520268559,0.147577062,0.108942091,0.216630682,0.198923945,0.147068262,0.313893557,0.410018146,0.378104597,0.457620949,0.521694839,0.356408328,0.284626901,0.307667196,0.157668158,0.150395378,0.199701563,0.159970805,0.22270757,0.213485971,0.31925863,0.346771181,0.44215107,0.324212283,0.392888755,0.266943514,0.385688663,0.241645828,0.257919401,0.26426506,0.257886469,0.211579636,0.209098712,0.205530211,0.334190935,0.294329882,0.328636587,0.376925141,0.207672402,0.28506577,0.167980045,0.21690771,0.209858492,0.099188372,0.299987108,0.060879808,0.25485146,0.283009976,0.35991922,0.453726053,0.237672761,0.371192515,0.528977215,0.498983741,0.327983767,0.337537259,0.168808401,0.390941322,0.362826705,0.362552404,0.030827336,0.077903554,0.473721713,0.539249361,0.259016544,0.617421687,0.410168976,0.663227975,0.440642476,0.416669607,0.21273303,0.255423367,0.458059818,0.193291426,0.117460132,0.217516631,0.448651701,0.434731513,0.49814713,0.13804689,0.519034266,0.620877743,0.437789857,0.43577382,0.228252307,0.407563239,0.206443593,0.456359237,0.512903869,0.087821841,0.242175207,0.073698699,0.489795059,0.219310477,0.161825001,0.230073586,0.432564676,0.665312588,0.1463743,0.306364328,0.580187023,0.438256174,0.402269453,0.282638311,0.242012024,0.237874359,0.230188787,0.397839695,0.115774632,0.260593712,0.386964113,0.423417121,0.520981669,0.370685101,0.201053813,0.717372596,0.338716686,0.241958529,0.488149315,0.297432095,0.205074891,0.339854985,0.366241604,0.141777217,0.192671537,0.0,0.185031369,0.178671837,0.14569819,0.233120933,0.295879602,0.075580321,0.198092878,0.311671793,0.205644026,0.076718345,0.274541318,0.210593581,0.252882063,0.23243247,0.301867366,0.107555561,0.124455877,0.185989857,1.0,0.167679697,0.246218234,0.367695302,0.084398717,0.322423935,0.266333193,0.14095436,0.172973484,0.114814617,0.259581596,0.149501204,0.014730141,0.130691826,0.165854305,0.295872748,0.310821503,0.244717866
MRTO4,0.0,0.0,0.854994118,0.0,0.0,0.0,0.0,0.246160477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740315735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29808709,0.0,0.0,0.0,0.0,0.0,0.0,0.054337133,0.910995126,0.336989462,0.0,0.414163381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.360156983,0.0,0.0,0.0,0.0,0.0,0.837639809,0.0,0.0,0.0,0.0,0.0,0.755726695,0.637536526,0.958318889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210514203,0.0,0.0,0.17147547,0.554447114,0.0,0.0,0.0,0.0,0.0,0.234431818,0.516175508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560976267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101483643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042057835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570420563,0.0,0.0,0.0,0.0
TNIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314563423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883502126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361291856,0.0,0.383561969,0.0,0.319121838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262266278,0.546745181,0.0,0.677416265,0.0,0.0,0.362599045,0.0,0.0,0.0,0.0,0.230927244,0.0,0.276832104,0.0,0.0,0.480906904,0.0,0.0,0.0,0.587397337,0.0,0.0,0.41573894,0.434844017,0.0,0.0,0.0,0.0,0.0,0.515861034,0.349857539
CPSF3,0.0,0.0,0.082158498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031680685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044082247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248041183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033870123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025121298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026802491,0.0,0.0,0.0,0.0,0.023939947,0.0,0.0,0.0,0.0,0.0,0.132016763,0.0,0.0,0.0,0.043000653,0.0,0.030431602,0.028932074,0.0,0.0,0.0,0.0,0.0,0.041961063,0.0,0.0,0.0,0.084211424,0.031011514,0.0,0.0,0.011726353,0.016781485
PARP4,0.0,0.0,0.196446747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078217044,0.122443438,0.526990354,0.045183882,0.088011496,0.0,0.0,0.041681647,0.0,0.0,0.0,0.0,0.0,0.0,0.136658251,0.175911725,0.0,0.0,0.0,0.378279805,0.0,0.0,0.0,0.0,0.088526197,0.0,0.0,0.0,0.069383882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.101219609,0.0,0.0,0.0,0.0,0.0,0.054640744,0.022267604,0.0,0.027120167,0.141313255,0.092325896,0.0,0.0,0.0,0.0,0.0,0.107062973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134811386,0.0,0.032872703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076112829,0.045153603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218927041,0.0,0.0,0.0,0.180600792,0.154419199,0.0,0.209624588,0.332047582,0.0,0.0,0.0,0.150721684,0.0,0.055628512,0.0,0.19483453,0.0,0.0,0.0,0.163907096,0.0,0.0,0.0,0.194085181,0.373057097,0.0,0.0,0.150645986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168100387,0.314426661,0.250111848,0.0,0.0,0.130852729,0.0,0.0,0.0,0.148867249,0.0,0.0,0.0,0.0,0.0,0.160932422,0.0,0.0,0.0,0.0,0.0,0.024613274,0.0,0.064766712,0.0,0.0,0.069467142,0.0,0.0,0.0,0.0,0.0,0.086421974,0.134750828,0.135356352,0.0,0.0,0.0,0.0,0.036782909,0.050678305,0.0,0.127658561,0.105217621,0.149662003,0.0,0.0,0.0,0.0,0.0,0.0,0.12319278,0.0,0.0,0.0,0.103134602,0.0,0.0,0.166469246,0.0,0.0,0.0,0.096678138,0.0,0.0,0.0,0.0,0.0,0.0,0.302936733,0.0,0.0,0.0,0.0,0.019409502,0.148413092,0.0,0.0,0.0,0.0,0.0,0.0,0.108663842,0.127211988
MAN1B1,0.184580535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500066,0.022077374,0.069839522,0.019940933,0.0,0.0,0.012943023,0.0,0.0,0.045113195,0.015893828,0.0,0.005806278,0.027288178,0.0,0.0,0.019128816,0.0,0.0,0.0,0.0,0.0,0.030368157,0.009866751,0.010686955,0.0,0.0,0.015616382,0.01325529,0.0,0.033546422,0.014069653,0.0,0.0,0.030610781,0.036398381,0.016795805,0.025653835,0.040549386,0.0,0.0,0.029680723,0.0,0.0,0.030185066,0.023973437,0.016328529,0.0,0.02409138,0.0,0.035902459,0.0,0.02031835,0.019596092,0.0,0.037475023,0.073920883,0.056368262,0.0,0.009248396,0.0,0.0,0.0,0.0,0.0,0.048521165,0.109313123,0.0,0.038210761,0.048156105,0.053393867,0.0,0.0,0.0,0.0,0.0,0.0266614,0.021573031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022860287,0.027801508,0.021754999,0.0,0.042098362,0.034847718,0.0,1.0,0.0,0.0,0.0,0.030089589,0.100889802,0.092137359,0.0,0.015315854,0.02168311,0.038910549,0.0,0.0,0.0,0.023303974,0.030595057,0.01922654,0.0,0.0,0.0,0.027576856,0.0,0.0,0.0,0.025140505,0.0,0.0,0.0,0.027655484,0.021771848,0.018218415,0.0,0.0,0.0,0.0,0.017595567,0.085515738,0.0,0.0,0.038813952,0.007417875,0.036577541,0.0,0.0,0.0,0.006275014,0.0,0.0,0.0,0.015668053,0.0,0.0,0.0,0.0,0.031425145,0.038191944,0.0,0.0,0.0,0.0,0.0,0.022704154,0.241215318,0.05734662,0.0,0.048854772,0.241691574,0.079310849,0.0,0.0,0.0,0.0,0.023854934,0.026015524,0.02629297,0.0,0.018824413,0.0,0.0,0.044015769,0.0,0.0,0.0,0.032162003,0.030135643,0.0,0.0,0.0,0.0,0.0,0.026620962,0.0,0.0,0.0,0.019430974,0.029667243,0.026572661,0.0,0.020427305,0.023468532,0.0,0.055004623,0.035968732,0.04309582,0.06307862,0.034058068,0.0,0.028048625,0.048322346,0.084211633,0.0,0.0,0.0,0.0,0.0,0.04493909,0.039141942,0.0,0.018351521,0.020295884,0.0,0.0,0.071097009,0.06535659
RALY,0.0,0.0,0.00283239,0.001222107,0.0,0.0,0.001752555,0.001262926,0.001992323,0.002147674,0.003921909,0.003828972,0.001925598,0.001347915,0.003709476,0.003627388,0.0,0.0,0.001032556,0.001634264,0.0,0.00297158,0.0,0.003756016,0.000998437,0.000810031,0.000745553,0.0,0.040033817,0.0,0.0,0.0,0.0,0.00159843,0.001429309,0.001359642,0.0,0.0,0.001776172,0.0,0.000536103,0.002357123,0.0,0.0,0.0,0.0,0.0,0.000671596,0.0,0.001064059,0.0,0.003051911,0.001838239,0.0,0.0,0.0,0.0,0.000863598,0.001525657,0.001328793,0.001282171,0.005774105,0.0,0.000983237,0.000975433,0.0,0.003981156,0.120606042,0.004551566,0.021336969,0.000985873,0.0,0.001233057,1.0,0.002412877,0.023273338,0.000938005,0.0,0.0,0.0,0.004041221,0.000788211,0.0,0.0,0.0,0.001833049,0.0,0.0,0.001556589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263147,0.00937267,0.011115974,0.0,0.0,0.0,0.0,0.0,0.000571325,0.0,0.003065191,0.006192106,0.0,0.002426259,0.0,0.008576303,0.001374801,0.001043098,0.0,0.007884539,0.0,0.000835221,0.003860618,0.00594817,0.0,0.005207189,0.000800796,0.0,0.0,0.0,0.0,0.00171198,0.0,0.0,0.0,0.002777821,0.0,0.001037295,0.009811918,0.001600391,0.0,0.0,0.001048164,0.0,0.0,0.002868449,0.00126264,0.001328343,0.006493246,0.001845185,0.0,0.0,0.000864211,0.002228046,0.0,0.0,0.002759536,0.000258785,0.0,0.0,0.0,0.0,0.003805048,0.003314888,0.0,0.0,0.00236505,0.006307332,0.006763945,0.019231439,0.0,0.0,0.001510968,0.001614365,0.001545802,0.0,0.0,0.000435137,0.001036764,0.004354394,0.003816489,0.002079641,0.004973836,0.0,0.001340397,0.0,0.011553383,0.001035293,0.001054824,0.0,0.001670099,0.0,0.0,0.001204618,0.0,0.000782041,0.0,0.001128087,0.001110211,0.001876075,0.0,0.013292111,0.0,0.010872569,0.004217329,0.001831885,0.002786381,0.016470509,0.0,0.001419094,0.002083686,0.0,0.001464735,0.0,0.001345995,0.0,0.001850006,0.005355696,0.0,0.0,0.0,0.001247726,0.002487509,0.002112942,0.0,0.001143021,0.003794404,0.0,0.0,0.001655042,0.00139423
